wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q109669818,Azam Nazeer Tarar,Azam Nazeer Tarar,male,,,http://www.na.gov.pk/en/fmins_list.php,2022-04-27,Q6503056,Law and Justice,2022-04-19,Q109669818-E8B4D042-112D-4951-AF07-8F9E0E8345BA
Q13139153,Khawaja Saad Rafique,Khawaja Saad Rafique,male,1962-11-04,11,http://www.na.gov.pk/en/fmins_list.php,2022-04-27,Q109748427,Aviation,2022-04-19,Q13139153-0FD3A453-78E5-48FA-9B7C-6F4441D39394
Q13139153,Khawaja Saad Rafique,Khawaja Saad Rafique,male,1962-11-04,11,http://www.na.gov.pk/en/fmins_list.php,2022-04-27,Q57650391,Railways,2022-04-19,Q13139153-787820DC-8DC7-49DD-9CE6-6F42E3760830
Q15697388,Mr. Sajid Hussain Turi,Sajid Hussain Turi,male,1977-02-12,11,http://www.na.gov.pk/en/fmins_list.php,2022-04-27,Q111736790,Overseas Pakistanis and Human Resource Development,2022-04-19,Q15697388-629EC72E-F793-461D-A1CA-8A93741DC777
Q15983338,Mr. Murtaza Javed Abbasi,Murtaza Javed Abbasi,male,1970-03-15,11,http://www.na.gov.pk/en/fmins_list.php,2022-05-27,Q111736831,Parliamentary Affairs,2022-04-19,Q15983338-EFBB4D39-946C-4BEA-8E63-5123A4AA48A5
Q16194716,Muhammad Talha Mahmood,Muhammad Talha Mahmood,male,1962-11-01,11,http://www.na.gov.pk/en/fmins_list.php,2022-04-27,Q6865966,States and Frontier Regions,2022-04-19,Q16194716-890614B3-2FAB-4D86-910E-1F782F9753C2
Q16442103,Ms. Marriyum Aurangzeb,Maryam Aurangzaib,female,,,http://www.na.gov.pk/en/fmins_list.php,2022-04-27,Q6866210,Information and Broadcasting,2022-04-19,Q16442103-F4BC30D0-FBFF-4DA2-B026-30A6690B8F8A
Q17198246,Mr. Khurram Dastgir Khan,Khurram Dastagir Khan,male,1970-08-03,11,http://www.na.gov.pk/en/fmins_list.php,2022-05-27,Q111736836,Power,2022-04-19,Q17198246-B54AB14E-4C4D-4460-8B4B-3A6E485F0C09
Q17388811,Syed Khursheed Ahmed Shah,Syed Khursheed Ahmad Shah,male,1952-04-20,11,http://www.na.gov.pk/en/fmins_list.php,2022-04-27,Q109748959,Water Resources,2022-04-19,Q17388811-64A98151-75A5-49D7-8D38-763FF6AFBA1F
Q18763792,Mr. Ehsan Ur Rehman Mazari,Ehsan-ur-Rehman Mazari,male,1981-08-14,11,http://www.na.gov.pk/en/fmins_list.php,2022-04-27,Q109748866,Inter Provincial Coordination,2022-04-19,Q18763792-286320EF-3508-43A7-9E23-E7E52BE1D920
